Delivery_ID,Order_Date,Ship_Date,Ship_Mode,Destination_ID
4256,2015-10-19,2015-10-22,Second Class,28
4258,2018-05-11,2018-12-11,Standard Class,199
4259,2018-01-12,2018-07-12,Standard Class,1338
4260,2018-12-11,2018-11-15,Second Class,55
4264,2017-12-02,2017-02-14,First Class,207
4267,2017-11-03,2017-03-13,First Class,2825
4269,2018-02-03,2018-08-03,Standard Class,123
4270,2018-12-20,2018-12-26,Standard Class,1002
4272,2018-07-09,2018-09-09,First Class,199
4274,2016-08-11,2016-11-13,Standard Class,163
4276,2017-03-14,2017-03-20,Standard Class,4276
4277,2015-09-07,2015-07-13,Standard Class,26
4279,2017-11-19,2017-11-24,Standard Class,55
4280,2017-07-06,2017-11-06,Standard Class,122
4282,2017-01-04,2017-05-04,Standard Class,6
4286,2016-09-25,2016-09-28,Second Class,4286
4287,2017-04-30,2017-04-05,Standard Class,76
4289,2015-10-09,2015-09-14,Standard Class,1235
4291,2018-12-25,2018-12-29,Standard Class,4291
4293,2017-09-08,2017-08-14,Standard Class,862
4297,2015-01-07,2015-06-07,Second Class,98
4299,2017-04-24,2017-04-27,First Class,2381
4300,2017-09-19,2017-09-24,Second Class,54
4305,2017-10-11,2017-12-11,First Class,2
4308,2018-05-27,2018-02-06,Standard Class,344
4313,2017-11-26,2017-11-28,Second Class,20
4314,2015-03-03,2015-08-03,Standard Class,6
4315,2018-01-12,2018-05-12,Standard Class,5
4317,2018-01-06,2018-03-06,First Class,860
4318,2018-12-22,2018-12-26,Standard Class,163
4321,2018-07-23,2018-07-26,First Class,22
4322,2017-05-21,2017-05-28,Standard Class,158
4323,2018-01-12,2018-03-12,Second Class,60
4325,2015-09-26,2015-09-26,Same Day,1211
4326,2015-11-14,2015-11-16,Second Class,233
4327,2018-04-14,2018-04-15,First Class,43
4328,2018-12-11,2018-11-15,First Class,178
4329,2016-07-23,2016-07-26,Second Class,1002
4332,2018-10-12,2018-12-15,Second Class,226
4333,2018-01-09,2018-06-09,Standard Class,4333
4334,2015-10-14,2015-10-16,Second Class,1048
4335,2018-09-25,2018-09-28,First Class,264
4337,2015-01-13,2015-01-18,Standard Class,316
4340,2018-10-09,2018-09-15,Standard Class,0
4342,2016-02-21,2016-02-27,Standard Class,27
4344,2016-06-16,2016-06-19,First Class,60
4345,2017-01-31,2017-06-02,Standard Class,207
4346,2018-10-13,2018-10-20,Standard Class,401
4350,2015-03-31,2015-03-31,Same Day,20
4351,2016-05-03,2016-09-03,Standard Class,20
4352,2016-08-13,2016-08-17,Second Class,730
4355,2016-11-22,2016-11-26,Standard Class,20
4356,2015-08-15,2015-08-18,First Class,123
4357,2017-05-20,2017-05-23,First Class,100
4359,2015-04-19,2015-04-23,Second Class,136
4361,2016-05-04,2016-10-04,Standard Class,518
4362,2017-09-15,2017-09-20,Standard Class,76
4363,2015-12-12,2015-12-12,Same Day,329
4364,2018-07-09,2018-09-14,Standard Class,2175
4366,2018-02-12,2018-09-12,Standard Class,50
4367,2015-12-27,2015-12-31,Standard Class,199
4368,2018-02-09,2018-06-09,Standard Class,48
4369,2016-05-07,2016-10-07,Standard Class,2773
4371,2017-05-12,2017-10-12,Standard Class,12
4373,2016-11-30,2016-04-12,Standard Class,202
4375,2018-01-07,2018-08-07,Standard Class,2265
4377,2017-10-12,2017-12-16,Standard Class,101
4379,2018-11-14,2018-11-19,Standard Class,6
4382,2018-07-03,2018-12-03,Standard Class,6
4383,2015-11-20,2015-11-25,Standard Class,55
4384,2018-06-04,2018-10-04,Standard Class,271
4387,2017-08-03,2017-08-03,Same Day,581
4388,2015-11-28,2015-11-30,Second Class,393
4389,2017-08-22,2017-08-26,Standard Class,40
4390,2016-04-01,2016-10-01,Standard Class,4390
4393,2015-10-17,2015-10-22,Second Class,4393
4394,2018-01-06,2018-05-06,Standard Class,1212
4395,2015-04-02,2015-08-02,Second Class,2565
4399,2015-06-05,2015-10-05,Standard Class,26
4400,2015-07-11,2015-12-11,Standard Class,28
4402,2015-05-30,2015-06-06,Standard Class,55
4405,2018-11-14,2018-11-16,Second Class,163
4407,2016-08-22,2016-08-25,First Class,6
4411,2017-07-25,2017-07-26,First Class,136
4413,2016-06-13,2016-06-14,First Class,49
4417,2016-02-04,2016-07-04,Standard Class,56
4418,2018-12-09,2018-09-15,First Class,1038
4429,2018-11-07,2018-07-16,Standard Class,1
4430,2015-09-17,2015-09-21,Standard Class,20
4431,2017-09-04,2017-04-13,Standard Class,12
4434,2017-08-17,2017-08-21,Standard Class,98
4435,2016-11-22,2016-11-27,Standard Class,274
4440,2016-09-25,2016-09-25,Same Day,177
4442,2016-03-12,2016-07-12,Standard Class,76
4443,2015-06-04,2015-10-04,Standard Class,272
4445,2018-10-16,2018-10-21,Standard Class,230
4446,2015-05-12,2015-09-12,Standard Class,68
4447,2016-10-07,2016-07-14,Standard Class,3353
4448,2017-12-11,2017-11-19,Standard Class,45
4453,2017-06-21,2017-06-25,Standard Class,116
4454,2017-08-21,2017-08-24,Second Class,46
4459,2015-10-18,2015-10-23,Second Class,12
4460,2017-04-03,2017-08-03,Standard Class,238
4463,2015-05-28,2015-01-06,Standard Class,98
4464,2015-08-06,2015-06-13,Standard Class,129
4468,2018-08-27,2018-08-30,First Class,55
4469,2018-04-05,2018-09-05,Standard Class,173
4470,2015-09-30,2015-04-10,Standard Class,98
4473,2018-09-03,2018-03-13,Standard Class,5
4475,2015-05-21,2015-05-25,Standard Class,1235
4476,2018-10-11,2018-11-16,Standard Class,55
4477,2018-08-19,2018-08-23,Standard Class,773
4481,2017-05-11,2017-10-11,Standard Class,23
4486,2017-10-17,2017-10-20,First Class,2
4487,2015-03-05,2015-10-05,Standard Class,1596
4491,2015-07-06,2015-10-06,Second Class,4
4497,2017-12-12,2017-12-12,Same Day,1553
4499,2018-06-05,2018-06-05,Same Day,960
4503,2018-10-21,2018-10-28,Standard Class,581
4505,2018-11-19,2018-11-25,Standard Class,186
4506,2015-12-22,2015-12-26,Standard Class,76
4507,2018-01-21,2018-01-26,Standard Class,960
4508,2017-07-10,2017-10-13,Standard Class,26
4513,2017-09-26,2017-09-27,First Class,40
4515,2017-07-11,2017-11-11,Standard Class,46
4517,2018-12-23,2018-12-25,Second Class,461
4520,2018-09-24,2018-09-29,Standard Class,908
4521,2017-12-22,2017-12-24,Second Class,46
4522,2016-10-03,2016-10-03,Same Day,40
4524,2017-09-22,2017-09-26,Standard Class,107
4525,2018-08-31,2018-04-09,Standard Class,28
4527,2015-09-13,2015-09-18,Second Class,68
4529,2018-02-03,2018-02-03,Same Day,188
4530,2015-12-09,2015-09-16,Second Class,56
4531,2018-08-06,2018-06-14,Standard Class,1199
4533,2016-09-14,2016-09-18,Second Class,1335
4536,2016-09-20,2016-09-26,Standard Class,94
4539,2015-04-01,2015-08-01,Standard Class,548
4541,2017-07-14,2017-07-18,Standard Class,60
4542,2015-02-21,2015-02-25,Standard Class,791
4543,2018-09-28,2018-05-10,Standard Class,202
4544,2015-06-10,2015-08-10,Second Class,829
4545,2018-10-11,2018-11-14,Second Class,908
4546,2015-03-09,2015-04-09,First Class,163
4547,2017-08-28,2017-08-30,First Class,1381
4548,2015-05-27,2015-05-30,First Class,0
4549,2016-12-31,2017-02-01,Second Class,441
4554,2017-05-20,2017-05-24,Standard Class,215
4556,2016-10-23,2016-10-28,Standard Class,98
4557,2015-04-04,2015-05-04,First Class,5
4558,2017-11-17,2017-11-22,Standard Class,2571
4560,2016-10-24,2016-10-29,Standard Class,329
4562,2015-10-10,2015-10-15,Standard Class,17
4564,2018-09-21,2018-09-25,Standard Class,177
4566,2017-11-09,2017-09-16,Standard Class,0
4569,2018-09-12,2018-12-15,Standard Class,2265
4571,2015-01-13,2015-01-15,Second Class,873
4572,2016-12-14,2016-12-16,Second Class,42
4574,2016-07-06,2016-09-06,Second Class,178
4575,2016-08-13,2016-08-17,Standard Class,743
4576,2017-09-23,2017-09-28,Second Class,60
4579,2017-08-07,2017-07-14,Standard Class,98
4581,2016-09-13,2016-09-19,Standard Class,20
4582,2017-10-20,2017-10-22,First Class,26
4584,2018-05-27,2018-03-06,Standard Class,464
4586,2016-09-26,2016-09-29,Second Class,177
4587,2017-08-04,2017-04-14,Standard Class,62
4588,2015-07-03,2015-11-03,Second Class,574
4591,2016-11-13,2016-11-18,Standard Class,1868
4592,2016-01-06,2016-05-06,Standard Class,187
4593,2018-02-03,2018-08-03,Standard Class,5
4595,2015-04-02,2015-08-02,Standard Class,295
4596,2018-11-24,2018-11-29,Second Class,45
4598,2016-11-12,2016-12-17,Standard Class,3353
4600,2016-01-12,2016-07-12,Standard Class,601
4602,2017-12-31,2018-06-01,Standard Class,54
4604,2017-12-22,2017-12-26,Standard Class,6
4605,2017-10-28,2017-04-11,Standard Class,218
4606,2017-03-09,2017-09-09,Standard Class,158
4607,2016-01-03,2016-02-03,Second Class,1366
4609,2017-10-29,2017-01-11,Second Class,5
4610,2017-02-12,2017-07-12,Standard Class,55
4615,2017-05-23,2017-05-27,Standard Class,20
4616,2018-12-08,2018-08-19,Standard Class,12
4617,2015-07-09,2015-12-09,Second Class,2523
4618,2017-10-27,2017-10-31,Standard Class,2
4619,2018-09-22,2018-09-23,First Class,1246
4623,2017-07-11,2017-09-11,First Class,1002
4625,2017-10-09,2017-12-09,Second Class,26
4630,2017-03-04,2017-07-04,Standard Class,50
4632,2018-10-26,2018-10-31,Standard Class,202
4633,2016-07-19,2016-07-20,First Class,199
4635,2018-12-04,2018-04-15,Second Class,8
4636,2018-04-12,2018-08-12,Standard Class,202
4642,2015-05-05,2015-07-05,First Class,136
4643,2017-10-09,2017-09-14,Standard Class,1608
4644,2018-04-11,2018-08-11,Standard Class,271
4650,2017-09-14,2017-09-18,Standard Class,129
4653,2017-05-09,2017-09-09,Standard Class,20
4655,2018-05-15,2018-05-18,Second Class,199
4657,2018-11-24,2018-11-26,Second Class,2184
4660,2018-06-30,2018-05-07,Standard Class,94
4661,2018-05-10,2018-08-10,Second Class,76
4666,2018-09-04,2018-04-14,Standard Class,560
4667,2015-01-08,2015-03-08,First Class,2
4668,2017-01-22,2017-01-29,Standard Class,60
4671,2018-01-23,2018-01-27,Standard Class,382
4672,2017-02-15,2017-02-22,Standard Class,60
4673,2015-05-13,2015-05-15,First Class,47
4676,2018-11-27,2018-02-12,Standard Class,229
4679,2016-08-21,2016-08-25,Standard Class,1307
4680,2016-03-12,2016-08-12,Standard Class,60
4682,2016-11-20,2016-11-24,Standard Class,2
4684,2017-04-15,2017-04-21,Standard Class,4684
4686,2017-09-24,2017-09-26,First Class,461
4690,2017-04-23,2017-04-27,Standard Class,197
4697,2018-07-20,2018-07-24,Standard Class,4697
4698,2015-09-08,2015-08-13,Standard Class,12
4699,2015-12-30,2016-04-01,Standard Class,199
4700,2015-12-20,2015-12-23,First Class,2265
4701,2017-04-04,2017-09-04,Standard Class,6
4705,2016-12-31,2017-04-01,Standard Class,4705
4706,2018-05-13,2018-05-17,Standard Class,229
4707,2018-04-09,2018-08-09,Standard Class,49
4709,2018-06-24,2018-06-30,Standard Class,259
4710,2017-11-24,2017-11-27,First Class,98
4712,2018-09-01,2018-01-13,Standard Class,50
4716,2016-10-08,2016-08-14,Standard Class,187
4718,2017-09-18,2017-09-23,Standard Class,60
4721,2017-12-30,2018-01-01,First Class,4721
4722,2017-06-10,2017-06-10,Same Day,456
4723,2015-09-23,2015-09-30,Standard Class,76
4725,2016-03-05,2016-06-05,First Class,23
4726,2017-09-09,2017-09-13,Second Class,1455
4727,2018-04-15,2018-04-17,First Class,29
4729,2015-11-24,2015-11-30,Standard Class,12
4732,2018-12-16,2018-12-20,Standard Class,456
4736,2017-10-04,2017-12-04,First Class,173
4737,2015-01-09,2015-05-09,Standard Class,60
4741,2018-09-11,2018-12-11,Second Class,27
4742,2018-06-01,2018-01-13,Standard Class,523
4743,2017-11-06,2017-06-15,Standard Class,12
4750,2018-06-11,2018-12-11,Standard Class,153
4751,2016-11-15,2016-11-17,Second Class,0
4752,2018-11-04,2018-04-18,Standard Class,1298
4753,2016-12-13,2016-12-20,Standard Class,208
4754,2017-02-27,2017-01-03,Second Class,715
4760,2017-01-30,2017-01-31,First Class,2
4761,2016-02-10,2016-08-10,Standard Class,1
4762,2017-05-19,2017-05-24,Standard Class,54
4763,2015-11-04,2015-04-16,Standard Class,4763
4764,2018-08-18,2018-08-25,Standard Class,1477
4772,2018-10-19,2018-10-23,Standard Class,2
4774,2017-09-25,2017-09-29,Standard Class,1012
4776,2018-09-22,2018-09-25,Second Class,60
4778,2017-09-20,2017-09-24,Standard Class,3358
4779,2015-04-23,2015-04-24,First Class,202
4780,2018-10-09,2018-09-14,Standard Class,207
4781,2015-09-23,2015-09-27,Standard Class,154
4782,2018-10-12,2018-10-12,Same Day,829
4786,2018-05-05,2018-10-05,Standard Class,42
4787,2016-11-12,2016-12-14,First Class,441
4789,2016-09-26,2016-09-28,Second Class,56
4792,2017-12-26,2017-12-30,Standard Class,55
4793,2017-11-16,2017-11-17,First Class,1053
4794,2017-04-21,2017-04-24,First Class,46
4797,2018-02-24,2018-02-28,Standard Class,202
4798,2017-11-14,2017-11-16,Second Class,207
4800,2017-02-09,2017-02-09,Same Day,126
4801,2018-03-19,2018-03-22,First Class,28
4802,2016-07-08,2016-11-08,Standard Class,1773
4805,2015-04-22,2015-04-24,Second Class,619
4806,2015-12-13,2015-12-15,Second Class,48
4810,2018-10-19,2018-10-26,Standard Class,1861
4814,2016-05-23,2016-05-28,Standard Class,249
4815,2017-05-03,2017-11-03,Standard Class,21
4816,2016-09-26,2016-01-10,Standard Class,112
4818,2015-05-12,2015-07-12,First Class,202
4819,2016-07-02,2016-11-02,Standard Class,448
4821,2018-09-29,2018-05-10,Standard Class,458
4822,2016-09-25,2016-01-10,Standard Class,49
4824,2016-11-30,2016-02-12,Second Class,48
4826,2018-09-09,2018-09-15,Standard Class,3542
4830,2016-07-20,2016-07-25,Second Class,4830
4833,2016-07-11,2016-11-11,Standard Class,50
4836,2016-03-09,2016-08-09,Standard Class,956
4839,2018-09-18,2018-09-21,First Class,21
4842,2017-03-10,2017-06-10,Second Class,163
4843,2017-12-03,2017-03-16,Second Class,55
4846,2015-12-12,2015-12-17,Standard Class,1868
4848,2016-03-11,2016-10-11,Standard Class,4848
4850,2018-10-31,2018-05-11,Standard Class,158
4851,2018-09-16,2018-09-20,Standard Class,515
4852,2018-02-06,2018-05-06,Second Class,45
4853,2018-04-08,2018-07-08,First Class,4148
4854,2017-12-05,2017-05-17,Standard Class,98
4855,2018-03-09,2018-07-09,Standard Class,1120
4861,2015-11-10,2015-10-15,Standard Class,24
4863,2016-03-09,2016-07-09,Standard Class,202
4864,2017-01-09,2017-04-09,First Class,28
4867,2015-10-18,2015-10-22,Standard Class,202
4873,2016-12-27,2016-12-31,Standard Class,1246
4874,2015-10-05,2015-05-15,Standard Class,1380
4875,2016-10-29,2016-02-11,Standard Class,54
4877,2015-09-17,2015-09-21,Standard Class,1279
4880,2018-12-23,2018-12-28,Second Class,1201
4883,2016-10-31,2016-06-11,Standard Class,73
4885,2018-07-09,2018-11-09,Standard Class,202
4886,2017-09-23,2017-09-26,First Class,112
4887,2016-09-11,2016-11-14,Second Class,507
4888,2015-11-21,2015-11-27,Standard Class,21
4890,2017-04-13,2017-04-15,First Class,54
4896,2017-11-24,2017-11-26,First Class,186
4897,2018-04-04,2018-10-04,Standard Class,76
4898,2017-10-05,2017-05-15,Standard Class,158
4902,2018-09-29,2018-05-10,Standard Class,2180
4904,2016-12-11,2016-11-18,Standard Class,6
4905,2016-09-16,2016-09-21,Standard Class,2060
4907,2017-11-16,2017-11-20,Standard Class,2571
4909,2018-01-04,2018-04-04,Second Class,43
4911,2015-02-03,2015-08-03,Standard Class,60
4914,2017-01-11,2017-05-11,Standard Class,144
4915,2015-11-10,2015-10-15,Standard Class,20
4916,2016-07-26,2016-02-08,Standard Class,28
4918,2018-01-21,2018-01-25,Standard Class,309
4922,2017-11-09,2017-09-16,Standard Class,2060
4925,2018-10-22,2018-10-24,First Class,55
4926,2016-02-10,2016-08-10,Standard Class,135
4928,2017-01-09,2017-03-09,Second Class,3134
4929,2015-09-12,2015-12-15,Standard Class,202
4930,2015-08-25,2015-08-27,Second Class,68
4931,2018-01-14,2018-01-15,First Class,371
4935,2017-03-08,2017-05-08,Second Class,456
4938,2017-12-29,2017-12-31,Second Class,66
4946,2015-11-17,2015-11-21,Standard Class,4946
4947,2017-05-30,2017-03-06,Standard Class,136
4949,2018-12-22,2018-12-24,Second Class,4949
4950,2018-12-01,2018-01-16,Standard Class,28
4951,2015-11-23,2015-11-28,Standard Class,65
4958,2017-08-04,2017-04-14,Standard Class,169
4960,2018-04-30,2018-05-05,Second Class,55
4962,2015-11-15,2015-11-22,Standard Class,163
4964,2017-07-21,2017-07-26,Standard Class,1053
4965,2018-01-12,2018-05-12,Standard Class,177
4967,2015-11-23,2015-11-28,Standard Class,202
4968,2017-07-25,2017-07-29,Standard Class,40
4970,2018-11-28,2018-02-12,Standard Class,6
4973,2016-12-11,2016-11-18,Standard Class,163
4975,2018-10-27,2018-03-11,Standard Class,123
4976,2018-10-22,2018-10-28,Standard Class,202
4978,2016-06-16,2016-06-20,Standard Class,202
4984,2017-02-25,2017-02-27,Second Class,316
4985,2017-01-31,2017-04-02,Second Class,4985
4996,2016-03-02,2016-07-02,Standard Class,42
4998,2017-04-09,2017-08-09,Standard Class,43
4999,2017-10-12,2017-12-13,First Class,55
5002,2016-12-30,2017-03-01,Standard Class,26
5003,2016-04-20,2016-04-24,Standard Class,16
5004,2018-05-05,2018-09-05,Standard Class,2
5010,2016-12-21,2016-12-27,Standard Class,1775
5011,2015-09-14,2015-09-19,Standard Class,1002
5013,2016-03-16,2016-03-19,Second Class,413
5015,2018-03-21,2018-03-23,Second Class,92
5017,2017-04-10,2017-04-10,Same Day,5017
5019,2016-04-25,2016-02-05,Standard Class,49
5020,2015-11-28,2015-03-12,Standard Class,730
5021,2015-11-30,2015-04-12,Standard Class,2180
5024,2017-08-16,2017-08-20,Standard Class,28
5025,2018-08-27,2018-08-30,First Class,567
5028,2018-09-23,2018-09-26,First Class,53
5030,2016-05-15,2016-05-20,Second Class,308
5031,2018-03-30,2018-03-31,First Class,167
5032,2018-09-12,2018-12-13,Standard Class,1381
5033,2018-10-28,2018-02-11,Second Class,6
5034,2017-02-23,2017-02-27,Standard Class,20
5036,2018-08-21,2018-08-28,Standard Class,465
5037,2016-04-09,2016-08-09,Standard Class,308
5038,2016-05-26,2016-05-29,Second Class,371
5040,2016-03-28,2016-03-30,Second Class,60
5041,2015-03-06,2015-07-06,Second Class,827
5042,2018-09-25,2018-09-29,Standard Class,1477
5043,2018-11-14,2018-11-17,First Class,471
5044,2016-05-12,2016-11-12,Standard Class,1020
5045,2018-06-22,2018-06-23,First Class,1868
5052,2015-12-31,2016-05-01,Standard Class,284
5055,2015-02-10,2015-05-10,First Class,608
5058,2018-09-29,2018-01-10,First Class,490
5059,2018-05-14,2018-05-21,Standard Class,1497
5064,2018-01-24,2018-01-30,Standard Class,169
5067,2015-09-19,2015-09-19,Same Day,28
5071,2017-04-17,2017-04-21,Standard Class,829
5075,2015-01-10,2015-05-10,Standard Class,3156
5076,2017-11-12,2017-12-17,Standard Class,55
5079,2015-07-15,2015-07-19,Standard Class,662
5081,2016-11-14,2016-11-17,First Class,66
5083,2016-06-22,2016-06-26,Second Class,5083
5086,2016-09-11,2016-11-13,Standard Class,1053
5090,2018-08-31,2018-05-09,Standard Class,608
5091,2017-08-08,2017-10-08,Second Class,123
5097,2015-08-04,2015-04-15,Standard Class,581
5098,2018-07-12,2018-12-12,Standard Class,329
5099,2018-11-30,2018-04-12,Standard Class,3793
5100,2016-05-03,2016-10-03,Standard Class,116
5101,2015-07-11,2015-08-11,First Class,55
5102,2018-01-26,2018-01-30,Standard Class,54
5104,2017-04-11,2017-04-11,Same Day,344
5107,2017-12-27,2017-12-30,First Class,919
5109,2018-09-16,2018-09-20,Standard Class,28
5110,2015-09-19,2015-09-24,Standard Class,469
5111,2018-10-04,2018-04-15,Standard Class,5111
5112,2017-07-25,2017-07-27,Second Class,166
5113,2018-11-19,2018-11-23,Standard Class,1084
5116,2017-06-26,2017-06-26,Same Day,178
5120,2017-07-28,2017-03-08,Standard Class,5120
5121,2018-10-24,2018-10-30,Standard Class,226
5126,2018-11-09,2018-09-13,Second Class,116
5127,2017-07-14,2017-07-18,Second Class,1610
5132,2015-01-08,2015-06-08,Standard Class,20
5133,2017-12-23,2017-12-29,Standard Class,3358
5134,2017-02-22,2017-02-26,Standard Class,22
5136,2016-01-11,2016-03-11,First Class,50
5137,2017-03-07,2017-06-07,First Class,26
